itemfield0,itemfield1,itemfield2,itemfield3,itemfield4,itemfield5,itemfield6,itemfield7,itemfield8,itemfield9,itemfield10,itemfield11,itemfield12,itemfield13,itemfield14,itemfield15,itemfield16,itemfield17,itemfield18,itemfield19,itemfield20,itemfield21,itemfield22,itemfield23,itemfield24,itemfield25,itemfield26,itemfield27,itemfield28,itemfield29,itemfield30,itemfield31,itemfield32,itemfield33,itemfield34,itemfield35,itemfield36
F00639,"The Apocryphal New Testament","newly translated by Montague Rhodes James","Clarendon Press",NULL,NULL,1924,NEW,"New Testament Apocrypha",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes indexes.",NULL,NULL,"BS 2832 .A6 Ref.",0-19-26121-7,Oxford,"xxxi, 594p. ; 19cm.","Being the apocryphal gospels, acts, epistles and apocalypses with other  narratives and fragments",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00640,"Gesenius' Hebrew Grammar","GESENIUS, W. ; as edited and enlarged by the late E. Kautsch ED 2nd English edition revised in accordance with the 28th German edition  (1909) by A.E. Cowley","Clarendon Press",NULL,NULL,1910,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes indexes ; With a facsimile of the Siloam inscription by J. Euting, and a table of  alphabets by M. Lidzbarski. ; Index of passages revised 1980",NULL,NULL,"PJ 4567 .G4",0-19-815406-2,Oxford,"xvi, 616p. ; 23cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00641,"The Greek New Testament",NULL,"United Bible Societies",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and indexes",NULL,NULL,"BS 1965 .1979 .G7  Ref.","3-438-05110-9 OK 29-Nov-1994 RESP edited by Kurt Aland, Carlo M. Martini, Bruce M. Metzger, and Allen  Wikgren in cooperation with the Institute for New Testament Textual Research,  Munster/Westphalia","West Germany","lxii, 918p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00642,"La liberta religiosa nell'ordinamento canonico","COLELLA, Pasquale","Editore Jovene",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and indexes",NULL,NULL,"BQV 325 .C6",NULL,Napoli,"170p. ; 26cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00643,"The evolving church and the sacrament of penance","ORSY, Ladislas","Dimension Books",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes selected annotated bibliography",NULL,NULL,"BQT 1365 .O7",0-871930072-2,"Denville, New Jersey","211p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00644,Mysticism,"HAPPOLD, Frederick Crossfield",Penguin,NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BQT 2435 .H3 ; BL 625 .H3",0-1402-0568-3,Harmondsworth,"407p. ; 18cm.","a study and anthology",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00645,"The History of surrealism","NADEAU, Maurice","Penguin ",NULL,NULL,1973,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliographies, bibliographical notes and index OK 22-Oct-1996 RESP translated from the French by Richard Howard ; with an introduction by Roger Shattuck",NULL,NULL,"BH 301 .S75 N33",NULL,"Middlesex, England","383p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00646,"An Idiom book of New Testament Greek","MOULE, C.F.D.","University Press",NULL,NULL,1959,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes indexes",NULL,NULL,"PA 851 .M6",0-521-05774-4,Cambridge,"x, 246p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00647,"THE FAMILY","NOVAK, Michael ...et al.","Rockford College Institute",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:36,NULL,NULL,NULL,NULL,"HQ 536 .F35",NULL,Illinois,"127p. ; 22cm.","AMERICA'S HOPE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00648,"A handbook of pastoral theology","PFLIEGLER, Michael","The Mercier Press",NULL,NULL,1966,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2915 .P43",NULL,Cork,"x, 311p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00649,Carisma,"HASENHUTTL, Gotthold","Edizioni Paoline",NULL,NULL,1973,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Original title: Charisma, Ordnungsprinzip der Kirche",NULL,NULL,"BQT 1219 .H3",NULL,Bologna,"408p. ; 22cm.","principio fondamentale per l-ordinamento della chiesa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00650,"Paul, master of the spiritual life","AUGRAIN, Charles","The Mercier Press",NULL,NULL,1967,NEW,"Bible. N.T. Paul. Theology",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index ; Translated from the original French: Paul, maitre de Vie Spirituelle",NULL,NULL,"BS 2650 .3 .A9",NULL,Cork,"2v. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00651,"Living priesthood","HOLLINGS, Michael",Mayhew-McCrimmon,NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2293 .H6",0-85597-110-X,"Great Wakering, Essex","262p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00652,"Amore e responsabilita'","JOHN PAUL II, Pope",Marietti,NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Original title: Milosc I Odpowiedzialnosc, 1969  ; Second edition reprinted 1979",NULL,NULL,"BQT 1938 .J6",NULL,Torino,"287p. ; 22cm.","morale sessuale e vita interpersonale",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00653,"INDUSTRIA E RELIGIONE",NULL,Morcelliana,NULL,NULL,1969,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 3432 .I5",NULL,Brescia,"438p. ; 24cm. OK 4-Oct-1996 RESP a cura di Franco Demarchi e Aldo Ellena con la collaborazione di Pier  Ignazio Bovero, Luigi Grosso, Simone G. Gabrielli, Antonio Revelli, Matteo  Lepori ; prefazione di Mons Santo Quadri","STIDU SOCIOLOGICO-PASTORALE SU UNA SOCIETA' AD AVANZATO SVILUPPO  INDUSTRIALE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00654,"Cristo contestato","GALOT, Jean","Libreria Editrice Fiorentina",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BQT 683 . G3",NULL,Firenze,"269p. ; 22cm.","le cristologie non calcedoniane e la fede cristologica ; Cristologia III",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00655,"La Chiesa per gli altri","RAHNER, Karl...et al.",Herder,NULL,NULL,1970,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography ; Original title: Handbuch der Pstroaltheologie, Band III - Drittes Haupstuck:  Der Vollzug der Kirche in den allgemeinen Grundsituationen des Menschen in der  Gegenwart",NULL,NULL,"BQT 2908 .C45",NULL,Roma,"218p. ; 22cm.","quando la missione non e' ideologia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00656,"Storia del concilio di Trento","JEDIN, Hubert",Morcelliana,NULL,NULL,1973,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Original title: Geschichte des Konzils vom Trient.  Freiburg 1945-75 ; Contents: v.1. La lotta per il Concilio; v.2. Il primo periodo 1545-1547;  v.3. Il periodo bolognese (1545-48); Il secondo periodo trentino (1551-52);  v.4./1: La Francia e il nuovo inizio a Trento fino alla morte dei legati  Gonzaga e Seripando.",NULL,NULL,"BQX 875 .J4",NULL,Brescia,"4v. in 5 ; 25cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00657,"Karl Rahner","WEGER, Karl-Heinz","Burns & Oates",NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes notes",NULL,NULL,"BQ 7469 .A3 W4",0-86012-094-5,London,"viii, 200p. ; 22cm.","an introduction to his theology",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00658,"La professione religiosa","PARLATO, Vittorio","Giuffre Editore",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQV 230 .572 .P3",NULL,Milano,"177p. ; 25cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00659,"Counseling strategies and objectives","HACKNEY, Harold ; CORMIER, L. Sherilyn",Prentice-Hall,NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BF 637 .C6 H25 1979",NULL,"Englewod Cliffs, New Jersey",0-13-183301-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00660,"Theological dictionary of the New Testament",NULL,"W.B. Eerdmans",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translated from: Theologisches Worterbuch zum Neuen Testament, Stuttgart  1964 OK 29-Nov-1994 RESP edited by Gerhard Kittel ; translator and editor Geoffrey W. Bromley",NULL,NULL,"BS 2312 .K513  Ref.",NULL,"Grand Rapids, Mich.","10v. ; 25cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00661,"The Philosphers","SCHARFSTEIN, Ben-Ami",Blackwell,NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes notes and index",NULL,NULL,"B 68 .S3",0-631-10311-2,Oxford,"ix, 486p. ; 24cm.","their lives and the nature of their thought",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00662,"Teologia del matromonio cristiano","KASPER, Walter",Queriniana,NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography",NULL,NULL,"BQT 1423 .K3",NULL,Brescia,"98(2)p. ; 24cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00663,"The PASTORAL CARE OF UNMARRIED MOTHERS",NULL,"Published for the Saint Thomas More Centre for Pastoral Liturgy by  Mayhew-McCrimmon",NULL,NULL,1972,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 3679 .P3",NULL,"Southend-on-Sea, England","24p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00664,"Morality is for persons","HARING, Bernard",Vision,NULL,NULL,1972,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1754 .H3",01-85478-462-4,London,"x, 214p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00665,"Il Messaggio di Allah","GUZZETTI, Cherubino Mario","Elle Di Ci",NULL,NULL,1979,NEW,"Muhammad the prophet",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BP 42 .G8",NULL,Torino,"175p. ; 24cm.","Islam, Cristianesimo ed Ebraismo nella vita e dottrina di Maometto",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00666,"DIBATTITO SULLA 'TEOLOGIA POLITICA '","PEUKERT, Helmut....et al.",Queriniana,NULL,NULL,1972,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Original title: Diskussion zur 'politischen Theologie'",NULL,NULL,"BQT 3418 .D5",NULL,Brescia,"275(9)p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00667,"DIBATTITO SULLA 'TEOLOGIA DELLA RIVOLUZIONE'","LOTZ, Martin....et al.",Queriniana,NULL,NULL,1970,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Original title:  Diskussion zur 'Theologie der Revolution'",NULL,NULL,"BQT 3418 .D5",NULL,Brescia,"250(12)p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00668,"Dibattito sull'ateismo","HEUVEL, Albert H. van den...et al.",Queriniana,NULL,NULL,1967,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Original title: Atheisme",NULL,NULL,"BQT 529 .D5",NULL,Brescia,"205(1)p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00669,"A Complete concordance to the Old and NEw Testament or A dictionary and  alphabetical index to the Bible with a complete table of proper names with  their meanings in the original languages, A Concordance to the proper names of  the old and New Testament, A Concordance to the Apocrypha, and a Compendium of  the Holy Scriptures etc.,","CRUDEN, Alexander",Warne,NULL,NULL,1769,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BS 425 .C7  Ref.",NULL,London,"xv, 719p.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00670,"THE CRISIS OF CULTURE       ",NULL,"D. Reidel Publishing Company",NULL,NULL,1976,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"V.1 - The self and the other; v.2 - The Human being in action;",NULL,NULL,"B 3279 .H94 B129",90-277-0632-8,Dordrecht-Holland,"v. ; 23cm.","steps to reopen the phenomenological investigation of man ; the modalities of human life, the irreducible in values and their fluctuating  framework of reference, from reason to action, alienation and belonging ; papers and debate of the Third International Cofnerence held by the  International Husserl and Phenomenologial Research Society at Sir George  Williams University of Montreal, Montreal, March 26-30, 1974",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00671,"Summarium iurium et officiorum parochorum ad normam Codicis Iuris Canonici","AGIUS, Laurentius M.","M. D'Auria Pontificia Editor",NULL,NULL,1953,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes indexes",NULL,NULL,"BQV 230 .451 .A33",NULL,Neapoli,"258p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00700,"Philosophy and myth in Karl Marx","TUCKER, Robert C.","University Press",NULL,NULL,1972,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography, references and index",NULL,NULL,"B 3305 .M74 T8",0-521-08455-5,Cambridge,"263p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00702,"Guidelines for mystical prayer","BURROWS, Ruth","Sheed & Ward",NULL,NULL,1976,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2468 .B8",NULL,London,"x, 149p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00703,"Towards a new mysticism","KING, Ursula",Collins,NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes appendix, notes, bibliography and index",NULL,NULL,"BQT 2449 .K5",0-00-215826-4,London,"318p. ; 22cm.","Teilhard de Chardin and eastern religions",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00704,"Understanding prayer","JACKSON, Edgar N.","SCM Press",NULL,NULL,1968,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2247 .J3",334-01718-1,London,"ix, 212p. ; 20cm.","an exploration of the nature, disciplines, and growth of the spiritual life",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00705,"Understanding loneliness","JACKSON, Edgar N.","SCM Press",NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes notes",NULL,NULL,"BF 575 .L7 J3",334-01717-3,London,"xiii(i), 146p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00706,"Mary Mother of the Redemption","SCHILLEBEECKX, Edward","Sheed & Ward",NULL,NULL,1964,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2173 .S3",NULL,London,"ix, 175p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00707,"Social research techniques for planners","BURTON, Thomas L. ; CHERRY, Gordon E.","Allen & Unwin",NULL,NULL,1970,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:36,NULL,"Includes bibliography and index",NULL,NULL,"HN 29 .B78",0-04-711002-3,London,"137p. ; 23cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00708,"Comunione di vita e d'amore","MAJDANSKI, Kazimierz","Vita e Pensioro",NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and appendix",NULL,NULL,"BQT 1423 .M3",NULL,Milano,"221(2)p. ; 20cm.","teologia del matrimonio e della famiglia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00709,"Sacralita' del celibato sacerdotale","BONI, Andrea",C.S.F.L.,NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and index",NULL,NULL,"BQT 2299 .B6",NULL,Genova,"302p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00710,"Il Concilio Davanti a Noi","MOLINARI, F.  et al.",Queriniana,NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 378 .C6",NULL,Brescia,"336p. ; 21cm.","Per una Chiesa Rinnovata in Un'Italia Che Cambia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00711,"Cristologia e Catechesi Patristica,1",NULL,LAS,NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 693 .C7",88-213-0013-7,Roma,"264p. ; plates","Conegno diStudio e Aggiornamento Pontificium Institutum Altioris  Latinitatis (Facolta di Lettere Cristiane e Classiche) Roma, 17-19 Febbraio  1979",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00712,"Cosi' han parlato del Cuore di Cristo","ARU, Anselmo","Segretariato Nazionale dell'Apostolato della Preghiera",NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes indexes",NULL,NULL,"BQT 2591 .A7",NULL,Roma,"237p. ; 21cm.","testimonianze raccolte lungo la storia del culto",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00713,"Verso la Chiesa del Terzo Millennio","SCHILLEBEECKX, Edward et al.",Queriniana,NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 378 .V4",NULL,Brescia,"193(4)p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00714,"La Chiesa luogo dello spirito","KASPER, Walter ; SAUTER, Gerhard",Queriniana,NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Original title: Kirche - Ort des Geistes",NULL,NULL,"BQT 312 .K3",NULL,Brescia,"132(4)p.; 20cm.","linee di ecclesiologia pneumatologica",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00715,"Dilemmas of dying",NULL,"University Press",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes appendixes, bibliography and index",NULL,NULL,"BQT 1920 .4 .D5",0-85224-378-2,Edinburgh,"xx, 227p. ; 22cm.","a study in the ethics of terminal care",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00716,"Il Matrimonio nell'attuale legislazione canonica","ABATE, Antonino M.","Paideia Editrice",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQV 230 .1012 .A2",NULL,Brescia,"317(2)p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00718,"Tradizione e rinnovamento nello spirito alle fonti della chiesa","THURIAN, Max",A.V.E.,NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Original title: Aux sources de l'eglise: tradition et rennouveau dans  l'Esprit",NULL,NULL,"BQT 5 .T45",NULL,Roma,"186(5)p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00719,"The Easter Jesus","O'COLLINS, Gerald","Darton, Longman & Todd",NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and index",NULL,NULL,"BQT 947 .O28",0-232-51500-X,London,"xxi, 142p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00720,"Multinationals and human rights","O'MAHONY, Patrick J.",Mayhew-McCrimmon,NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes appendix",NULL,NULL,"BQT 3438 .O4",0-85597-302-1,"Great Wakering, Essex","318(1)p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00721,"Evoluzione della dottrina circa l'essenza del matrimonio dal C.I.C. al  Vaticano II","SMILJAN, P. ; KOZUL, Dragan",L.I.E.F.,NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BQT 1423 . S54 ; BQV 230 .1012 .S54",NULL,Vicenza,"333p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00722,"An Introduction to the theology of Karl Barth","BROMILEY, Geoffrey W.","T.& T. Clark",NULL,NULL,1979,NEW,"Protestantism. Biography",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"inludes index",NULL,NULL,"BQT 135 .B87",0-567-29054-9,Edinburgh,"xiv, 254p; 23cm",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00723,"Problemi e prospettive di Teologia Fondamentale",NULL,Queriniana,NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BQT 225 .P7",NULL,Brescia,"443p. ; 24cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00724,"Islamic revelation in the modern world","WATT, W. Montgomery","University Press",NULL,NULL,1969,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes notes, index and references",NULL,NULL,"BP 172 .W3",NULL,Edinburgh,"x, 143p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00725,"Islamic philosophy and theology","WATT, W. Montgomery","University Press",NULL,NULL,1962,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:36,NULL,"Includes appendix and index",NULL,NULL,"DS 636 .85 .I8",0-85224-358-8,Edinburgh,"xxiii, 196p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00726,"Introduction to the Qur'an","BELL, Richard","University Press",NULL,NULL,1970,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:36,NULL,"Includes notes, tables and indexes",NULL,NULL,"DS 36 .85 .I8",0-85224-335-9,Edinburgh,"xi, 258p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00727,"Rare book librarianship.","CAVE, Roderick.","Clive Bingley",NULL,NULL,1976,NEW,"Rare books -Libraries",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography, appendix and index.",NULL,NULL,"Z 688. R3C38",0-208-01360-1,London,"168p. ; ill. ; 22.5cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00728,"The Church - maintained in truth","KUNG, Hans","SCM Press",NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 381 .K8 ; BQT 377 .K8",334-01939-7,London,"87p. ; 22cm.","a theological meditation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00729,"The Holy Spirit","SCHWEIZER, Eduard","SCM Press",NULL,NULL,1981,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes notes",NULL,NULL,"BQT 587 .S3",334-02051-4,London,"138p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
